    L  PctRecs  AvgQ  P(AvgQ)      AvgP  AvgEE       Rate   RatePct
-----  -------  ----  -------  --------  -----  ---------  --------
   55  100.0%   93.8%   79.2%   79.1%
   54  100.0%   93.9%   79.5%   79.3%
   53  100.0%   94.1%   80.0%   79.8%
   52  100.0%   94.2%   80.1%   79.9%
   51  100.0%   94.3%   81.1%   80.9%
   50  100.0%   94.3%   81.3%   81.1%

    305966  Recs (306.0k), 0 too long
     301.0  Avg length
     92.1M  Bases

              Id      Allocs       Frees     Pct         Bytes
----------------  ----------  ----------  ------  ------------
----------------  ----------  ----------  ------  ------------
           Total           0           0    0.0%          0.0b

        37Mb  Curr mem
        37Mb  Peak mem
        0.0b  Total alloc
        0.0b  Total free
        0.0b  Net
        37Mb  +Excess

            Type        Busy        Free         Mem   MaxRefCnt        Gets      Allocs       Frees
----------------  ----------  ----------  ----------  ----------  ----------  ----------  ----------
         SeqInfo           0           0        0.0b           0
        PathInfo           0           0        0.0b           0
     AlignResult           0           0        0.0b           0

Finished Mon Sep 28 17:04:03 2015
Elapsed time 00:05
Max memory 37Mb
