    L  PctRecs  AvgQ  P(AvgQ)      AvgP  AvgEE       Rate   RatePct
-----  -------  ----  -------  --------  -----  ---------  --------
   66  100.0%   93.2%   69.1%   69.1%
   65  100.0%   93.3%   69.3%   69.2%
   64  100.0%   93.4%   69.7%   69.6%
   63  100.0%   93.5%   70.1%   70.0%
   62  100.0%   93.6%   70.2%   70.1%
   61  100.0%   93.6%   70.4%   70.3%
   60  100.0%   93.7%   70.5%   70.5%
   59  100.0%   93.7%   70.8%   70.8%
   58  100.0%   93.7%   70.9%   70.9%
   57  100.0%   93.7%   71.1%   71.1%
   56  100.0%   93.7%   71.9%   71.9%
   55  100.0%   93.8%   72.1%   72.1%
   54  100.0%   93.8%   72.3%   72.3%
   53  100.0%   93.9%   72.6%   72.6%
   52  100.0%   94.0%   73.2%   73.2%
   51  100.0%   94.1%   73.4%   73.4%
   50  100.0%   94.2%   74.4%   74.4%

     32049  Recs (32.0k), 0 too long
     301.0  Avg length
      9.6M  Bases

              Id      Allocs       Frees     Pct         Bytes
----------------  ----------  ----------  ------  ------------
----------------  ----------  ----------  ------  ------------
           Total           0           0    0.0%          0.0b

        37Mb  Curr mem
        37Mb  Peak mem
        0.0b  Total alloc
        0.0b  Total free
        0.0b  Net
        37Mb  +Excess

            Type        Busy        Free         Mem   MaxRefCnt        Gets      Allocs       Frees
----------------  ----------  ----------  ----------  ----------  ----------  ----------  ----------
         SeqInfo           0           0        0.0b           0
        PathInfo           0           0        0.0b           0
     AlignResult           0           0        0.0b           0

Finished Mon Sep 28 17:04:50 2015
Elapsed time 00:00
Max memory 37Mb
